10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10
10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10
10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10
10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,10,10,10,10,10
10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
