10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,11,13,13,13,13,13,13,13,13,13,13,12,10,10,10,10
10,10,10,10,8,14,14,14,14,14,14,14,14,14,14,9,10,10,10,10
10,10,10,10,19,2,2,2,2,2,2,2,2,2,2,18,10,10,10,10
10,10,10,10,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10
10,10,10,10,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10
10,10,10,10,22,20,20,21,1,1,22,20,20,20,20,21,10,10,10,10
10,10,10,10,24,23,23,15,1,1,24,23,23,23,23,15,10,10,10,10
10,10,10,10,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10
10,10,10,10,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10
10,10,10,10,2,1,1,1,1,1,1,1,1,3,1,1,10,10,10,10
10,10,10,10,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10
10,10,10,10,16,1,1,1,1,1,1,1,1,1,1,17,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
